uniprot,uniprot2
P31943,P38159
O75525,P38159
P43243,P38159
Q96PK6,P38159
Q13242,P38159
Q15365,P38159
Q15428,P38159
P26368,P38159
Q00839,P38159
Q15366,P38159
Q14103,P38159
Q13151,P38159
P62875,P38159
Q07666,P38159
P17844,P38159
P22626,P38159
P52272,P38159
P09651,P38159
Q9UKM9,P38159
Q5VWX1,P38159
Q96MU7,P38159
P26599,P38159
P55265,P38159
Q13148,P38159
P14866,P38159
P25963,P29965
Q9Y6W8,P29965
P48736,P29965
Q12933,P29965
P04637,P29965
Q16539,P29965
P42229,P29965
Q13191,P29965
P42336,P29965
Q96RJ3,P29965
O95819,P29965
Q15759,P29965
P36941,P29965
P19838,P29965
P42338,P29965
P53779,P29965
Q13489,P29965
O43508,P29965
Q13467,Q9BTU6
Q92997,Q9BTU6
Q9UBF8,Q9BTU6
Q13496,Q9BTU6
Q8NEB9,Q9BTU6
P42356,Q9BTU6
O00443,Q9BTU6
Q8TCG2,Q9BTU6
O15056,Q9BTU6
O14986,Q9BTU6
Q9Y2H2,Q9BTU6
O75581,Q9BTU6
O95166,Q9BTU6
O00750,Q9BTU6
O14735,Q9BTU6
Q99755,Q9BTU6
O14641,Q9BTU6
P56704,Q9BTU6
Q9Y2I7,Q9BTU6
Q15561,Q99990
Q99594,Q99990
P09471,P63218
P08754,P63218
P50148,P63218
P25116,P63218
Q08289,P63218
P47804,P63218
Q01668,P63218
P49368,P63218
P38405,P63218
P62879,P63218
Q08462,P63218
P54284,P63218
P04899,P63218
Q92526,P63218
P29992,P63218
P11488,P63218
P61952,P63218
P05129,P63218
P63211,P63218
Q8NFM4,P63218
P11229,P63218
Q9HAV0,P63218
Q03113,P63218
P05771,P63218
P19087,P63218
P16520,P63218
O14775,P63218
P63096,P63218
Q9H1C0,P63218
P30679,P63218
Q13936,P63218
P14920,Q86XE5
Q9BYV1,Q86XE5
P00505,Q86XE5
Q9UBQ7,Q86XE5
P21549,Q86XE5
P17174,Q86XE5
Q8NHS2,Q86XE5
P07492,P32247
P28336,P32247
Q9H8M5,Q93096
P63000,Q93096
Q12974,Q93096
P08134,Q93096
P68363,Q93096
Q9NRU3,Q93096
P20248,Q93096
Q8NE01,Q93096
Q9Y3T9,Q9H9Y2
Q9UGY1,Q9H9Y2
Q9BXY0,Q9H9Y2
Q9Y221,Q9H9Y2
Q9BYG3,Q9H9Y2
Q15050,Q9H9Y2
Q969S3,Q9H9Y2
O43159,Q9H9Y2
Q9NQ55,Q9H9Y2
O00541,Q9H9Y2
Q14684,Q9H9Y2
Q9GZL7,Q9H9Y2
Q9Y3B9,Q9H9Y2
O00115,Q8WZ79
P23443,P22694
Q9GZZ7,P22694
Q9UNY4,P22694
P63096,P22694
P51787,P22694
P01138,P22694
P31323,P22694
Q9HAV0,P22694
P10398,P22694
P27361,P22694
P62834,P22694
Q08499,P22694
P35498,P22694
Q9NQA5,P22694
O60240,P22694
Q07817,P22694
P19634,P22694
Q9UPR5,P22694
P14618,P22694
P19838,P22694
P35968,P22694
Q99748,P22694
Q06710,P22694
P08047,P22694
P06401,P22694
Q684P5,P22694
O60503,P22694
P04899,P22694
Q9UKA4,P22694
P51153,P22694
P62879,P22694
Q9UJ96,P22694
Q15049,P22694
P01019,P22694
P06729,P22694
Q13131,P22694
O43639,P22694
P08134,P22694
P07550,P22694
P08151,P22694
P13569,P22694
P50552,P22694
O43823,P22694
P30307,P22694
P49023,P22694
Q99835,P22694
P20963,P22694
P62136,P22694
Q5JQC9,P22694
P26678,P22694
Q92731,P22694
Q07343,P22694
Q99819,P22694
P41240,P22694
P08138,P22694
P26951,P22694
P07949,P22694
Q9UMX1,P22694
P63211,P22694
Q9NP71,P22694
Q09472,P22694
Q05397,P22694
P06241,P22694
P27482,P22694
P01100,P22694
Q12802,P22694
P60520,P22694
Q92736,P22694
P08700,P22694
P25963,P22694
P48436,P22694
Q9Y490,P22694
P41181,P22694
P52565,P22694
Q7LBC6,P22694
P42262,P22694
O60609,P22694
Q13522,P22694
Q9H0K1,P22694
P54840,P22694
P15056,P22694
P04049,P22694
P54619,P22694
Q15021,P22694
P08754,P22694
O14775,P22694
O95166,P22694
P17612,P22694
Q99683,P22694
O14827,P22694
P16520,P22694
O43572,P22694
P15311,P22694
P13861,P22694
P49841,P22694
Q01668,P22694
O43306,P22694
Q02750,P22694
P55011,P22694
P08069,P22694
Q05469,P22694
P62745,P22694
P51671,P22694
O75385,P22694
O60542,P22694
P00734,P22694
Q14643,P22694
P13807,P22694
P35222,P22694
P14635,P22694
P05026,P22694
Q15648,P22694
P28482,P22694
P49768,P22694
Q9UD71,P22694
Q08493,P22694
Q96PN6,P22694
P04150,P22694
Q12791,P22694
P61224,P22694
Q9H0R8,P22694
Q99996,P22694
Q9UBS0,P22694
Q08828,P22694
Q14654,P22694
O14745,P22694
P36507,P22694
P18848,P22694
Q08462,P22694
P40145,P22694
O60266,P22694
Q16512,P22694
P15382,P22694
P56159,P22694
P15336,P22694
Q07812,P22694
P52566,P22694
P56199,P22694
P17301,P22694
Q13936,P22694
Q02156,P22694
Q8NFM4,P22694
P19429,P22694
P04141,P22694
Q09428,P22694
Q15361,P22694
Q86X55,P22694
Q92598,O95816
Q96MM6,O95816
P25685,O95816
O95429,O95816
P31948,O95816
P11021,O95816
Q9NZL4,O95816
Q8N163,O95816
P48723,O95816
Q9UNE7,O95816
Q9UL15,O95816
P17066,O95816
Q9UJY1,O95816
P34932,O95816
P38646,O95816
P49137,O95816
O95757,O95816
O95817,O95816
O43301,O95816
P63279,Q9Y4E5
O75925,Q9Y4E5
Q68E01,Q5JSJ4
Q6P9B9,Q5JSJ4
Q9NVM9,Q5JSJ4
Q9NVH2,Q5JSJ4
P50148,P43088
Q9HAV7,Q9UDY4
P34932,Q9UDY4
P25685,Q9UDY4
P38646,Q9UDY4
P11021,Q9UDY4
O95433,Q9UDY4
P31948,Q9UDY4
P17066,Q9UDY4
Q92598,Q9UDY4
Q96I24,Q96AE4
Q01085,Q96AE4
P07355,Q96AE4
Q13155,Q96AE4
P26368,Q96AE4
Q15365,Q96AE4
P04637,Q96AE4
Q15370,Q8TEY7
P40337,Q8TEY7
P07550,Q8TEY7
P0CG47,Q8TEY7
Q9NT62,Q8TEY7
Q9Y2K6,Q8TEY7
Q9UBV2,Q8TEY7
Q13438,Q8TEY7
P62979,Q8TEY7
O60337,Q8TEY7
Q9Y4A5,Q8IYH5
Q9ULM3,Q8IYH5
Q92831,Q8IYH5
O94864,Q8IYH5
Q86TJ2,Q8IYH5
Q6NXT2,Q8IYH5
Q16695,Q8IYH5
O75528,Q8IYH5
Q92830,Q8IYH5
Q96ES7,Q8IYH5
P84243,Q8IYH5
Q01658,Q8IYH5
P61964,Q8IYH5
Q96S52,Q92643
Q75T13,Q92643
Q969N2,Q92643
Q07326,Q92643
Q9H490,Q92643
O43292,Q92643
Q03405,Q92643
O75616,Q9H4K7
Q9UI43,Q9H4K7
Q8N442,Q9H4K7
Q14197,Q9H4K7
Q9P0M9,Q9H4K7
Q9Y2R9,Q9H4K7
P46199,Q9H4K7
Q6PI48,Q9H4K7
O14594,O75487
Q9UBV7,O75487
P07585,O75487
P21810,O75487
O94766,O75487
Q86Y38,O75487
P52848,O75487
Q13332,O75487
Q9Y278,O75487
Q9Y663,O75487
O75056,O75487
Q14114,O75487
Q9NPZ5,O75487
O95803,O75487
O75084,O75487
Q8WWQ2,O75487
P13611,O75487
P52849,O75487
Q9Y561,O75487
O14792,O75487
P98164,O75487
Q9H1B5,O75487
P09038,O75487
Q9Y661,O75487
Q7Z4F1,O75487
Q9Y662,O75487
P39060,O75487
O60243,O75487
Q6UVK1,O75487
P10586,O75487
O94923,O75487
Q14332,O75487
Q96GW7,O75487
Q07954,O75487
Q9H3R1,O75487
P34741,O75487
Q13467,O75487
Q7LGA3,O75487
Q9H2X0,P22003
P27037,P22003
Q13253,P22003
P12644,P22003
Q9H772,P22003
P15336,P22003
Q04771,P22003
P43694,P22003
O95393,P22003
P52952,P22003
Q13705,P22003
P30084,P11310
Q96RS0,P11310
Q6NVY1,P11310
O60907,P11310
Q15648,P11310
Q86X55,P11310
P38117,P11310
Q92793,P11310
Q6STE5,P11310
P42765,P11310
P07148,P11310
Q16740,P11310
O60294,Q6IPR3
Q99460,O14818
P25789,O14818
O00231,O14818
O15144,O14818
P62191,O14818
P08151,O14818
P28070,O14818
Q99436,O14818
P55036,O14818
O95456,O14818
P20618,O14818
Q8NHY2,O14818
P40306,O14818
P63000,O14818
P04843,O14818
P28066,O14818
Q96MT3,O14818
Q05086,O14818
P11926,O14818
Q16401,O14818
Q92530,O14818
O15145,O14818
P25963,O14818
O00232,O14818
P25787,O14818
P24385,O14818
P19838,O14818
P51665,O14818
O75496,O14818
Q7Z698,O14818
P48556,O14818
P00441,O14818
P54578,O14818
P04844,O14818
O75832,O14818
Q13177,O14818
P62979,O14818
P61289,O14818
Q92747,O14818
Q9UMX1,O14818
P61158,O14818
P0CG47,O14818
P62195,O14818
P55072,O14818
Q9Y5K5,O14818
P25788,O14818
O60260,O14818
O43242,O14818
Q15465,O14818
Q13200,O14818
Q9Y2A7,O14818
P60900,O14818
P13569,O14818
P30304,O14818
Q99741,O14818
Q7Z699,O14818
Q15843,O14818
P28074,O14818
Q14103,O14818
Q8TAA3,O14818
Q2MJR0,O14818
Q9UL46,O14818
Q5VYK3,O14818
Q16659,O14818
P21359,O14818
P43686,O14818
Q9UMX2,O14818
P28072,O14818
Q8N0W3,O14772
Q8IYB8,Q9Y3B2
Q9GZS3,Q9Y3B2
O00178,Q9Y3B2
Q9NQT5,Q9Y3B2
Q9NQT4,Q9Y3B2
P42285,Q9Y3B2
Q8IYB7,Q9Y3B2
Q8IZH2,Q9Y3B2
Q8TF46,Q9Y3B2
Q13901,Q9Y3B2
Q9NPD3,Q9Y3B2
Q6PGP7,Q9Y3B2
P10145,Q9Y3B2
Q9Y450,Q9Y3B2
Q15024,Q9Y3B2
Q99547,Q9Y3B2
P08476,Q8N6C5
O95864,Q9NYP7
Q8WXA9,O95218
Q66PJ3,O95218
Q96HN2,P32929
O75223,P32929
P56192,P32929
P23526,P32929
P28838,P32929
O43865,P32929
O15382,P32929
Q93088,P32929
P48506,P32929
Q16878,P32929
Q9BYV1,P32929
Q8NHS2,P32929
Q9H2M3,P32929
P17174,P32929
P48507,P32929
Q6ZMR3,P32929
Q96GW9,P32929
Q9BYZ2,P32929
P12694,P32929
P20132,P32929
P15144,P32929
Q99707,P32929
P00505,P32929
Q6YP21,P32929
P21953,P32929
Q07955,Q05519
P26368,Q05519
Q8IYB3,Q05519
Q9P2I0,Q05519
O95391,Q05519
O43809,Q05519
Q9UKF6,Q05519
P49756,Q05519
P38919,Q05519
Q86U42,Q05519
Q12996,Q05519
O95639,Q05519
Q8N684,Q05519
Q8WXA9,Q05519
P51003,Q05519
Q13242,Q05519
Q14498,Q05519
Q9Y2W1,Q05519
O60508,Q05519
Q96FV9,Q05519
Q9H0L4,Q05519
Q16629,Q05519
Q9BZI7,Q05519
O95218,Q05519
Q92620,Q05519
Q8TF01,Q05519
Q13247,Q05519
Q9BV20,Q9H9A6
Q9Y597,Q9H9A6
Q9H0I9,P18669
P13929,P18669
P60174,P18669
P15121,P18669
P37837,P18669
A6NNW6,P18669
P04406,P18669
O43175,P18669
P15259,P18669
P07205,P18669
P09972,P18669
P51854,P18669
P06733,P18669
P46439,O15217
P48637,O15217
P33260,O15217
P08263,O15217
O60760,O15217
P0CG30,O15217
Q96SL4,O15217
P00325,O15217
P00390,O15217
Q16696,O15217
P59796,O15217
P05177,O15217
P78417,O15217
P09488,O15217
P08319,O15217
P48448,O15217
P28161,O15217
P36969,O15217
P11509,O15217
P07327,O15217
P20815,O15217
Q9H4Y5,O15217
O43708,O15217
P08684,O15217
P21266,O15217
P11766,O15217
P20813,O15217
P30041,O15217
Q03013,O15217
O14880,O15217
P40763,O95661
Q13153,Q9UBI6
P63096,Q9UBI6
P30679,Q9UBI6
P38405,Q9UBI6
P62879,Q9UBI6
P59768,Q9UBI6
P04899,Q9UBI6
O75914,Q9UBI6
P62070,Q9UBI6
P11229,Q9UBI6
Q01668,Q9UBI6
P54284,Q9UBI6
P46663,Q9UBI6
P09471,Q9UBI6
P61952,Q9UBI6
P29992,Q9UBI6
Q13936,Q9UBI6
P11488,Q9UBI6
P08754,Q9UBI6
Q03113,Q9UBI6
Q9H1C0,Q9UBI6
P16520,Q9UBI6
O43306,Q9UBI6
Q9HAV0,Q9UBI6
Q08289,Q9UBI6
P25116,Q9UBI6
P22694,Q9UBI6
Q9P2W3,Q9UBI6
P19087,Q9UBI6
P63211,Q9UBI6
Q96RI0,Q9UBI6
P50148,Q9UBI6
Q15283,Q9UBI6
O60503,Q9UBI6
O14775,Q9UBI6
Q13177,Q9UBI6
P20309,Q9UBI6
P24385,P24522
O75293,P24522
P14635,P24522
P11802,P24522
P27695,P24522
O95067,P24522
P04637,P24522
P06748,P24522
Q00987,P24522
Q9GZX7,P24522
P27694,P24522
O14965,P24522
Q09472,P24522
O95257,P24522
Q8TAE8,P24522
Q86X55,P24522
Q16539,P24522
P48637,Q7RTV2
P33260,Q7RTV2
Q03013,Q7RTV2
Q9H4Y5,Q7RTV2
P20813,Q7RTV2
Q16772,Q7RTV2
P08319,Q7RTV2
O60760,Q7RTV2
P11509,Q7RTV2
P78417,Q7RTV2
P30041,Q7RTV2
P24903,Q7RTV2
P0CG30,Q7RTV2
O43708,Q7RTV2
P08263,Q7RTV2
P08684,Q7RTV2
P36969,Q7RTV2
P07327,Q7RTV2
Q96SL4,Q7RTV2
P00325,Q7RTV2
P00390,Q7RTV2
P09488,Q7RTV2
P59796,Q7RTV2
P46439,Q7RTV2
P20815,Q7RTV2
Q16696,Q7RTV2
P08708,Q8NC51
P35268,Q8NC51
P36578,Q8NC51
P05387,Q8NC51
P25398,Q8NC51
P63173,Q8NC51
P61313,Q8NC51
P23396,Q8NC51
P61247,Q8NC51
P46778,Q8NC51
P18124,Q8NC51
P62081,Q8NC51
Q02543,Q8NC51
P05386,Q8NC51
P42766,Q8NC51
P08865,Q8NC51
P62280,Q8NC51
P51116,Q8NC51
P62266,Q8NC51
P26373,Q8NC51
Q9UQ80,Q8NC51
P46777,Q8NC51
P13639,Q8NC51
P84098,Q8NC51
P62244,Q8NC51
P61927,Q8NC51
P46781,Q8NC51
P42677,Q8NC51
P62979,Q8NC51
P62249,Q8NC51
P62917,Q8NC51
P30050,Q8NC51
Q96L21,Q8NC51
P39023,Q8NC51
Q06787,Q8NC51
P63220,Q8NC51
P15880,Q8NC51
P62891,Q8NC51
P46776,Q8NC51
P62854,Q8NC51
Q16821,O95685
O95278,O95685
P54840,O95685
P36873,O95685
Q6ZSY5,O95685
P13807,O95685
O95210,O95685
Q9UQK1,O95685
Q86XI6,O95685
P62136,O95685
P62136,Q96KR7
Q92997,O75474
P62714,O75474
P25054,O75474
Q16537,O75474
Q15173,O75474
O15169,O75474
Q5JTC6,O75474
P30154,O75474
P30153,O75474
P49841,O75474
O14641,O75474
Q15172,O75474
P35222,O75474
P62714,Q92837
P30153,Q92837
P35222,Q92837
O14641,Q92837
P04070,Q92837
P25054,Q92837
O75474,Q92837
Q5JTC6,Q92837
P30154,Q92837
O15169,Q92837
Q15172,Q92837
P49840,Q92837
Q16537,Q92837
Q15173,Q92837
P49841,Q92837
Q92997,Q92837
Q8IWG1,Q5VTH9
Q9NZM3,Q9BQI5
Q9Y6B7,Q9BQI5
O00189,Q9BQI5
Q96CW1,Q9BQI5
P53680,Q9BQI5
Q8N6T3,Q9BQI5
Q8TE04,Q9BQI5
Q9H0R1,Q9BQI5
O95782,Q9BQI5
O95208,Q9BQI5
O94973,Q9BQI5
Q9Y587,Q9BQI5
Q9UPM8,Q9BQI5
P09496,Q9BQI5
Q9NR82,Q9BQI5
Q8NC96,Q9BQI5
O43299,Q9BQI5
Q92572,Q9BQI5
P09497,Q9BQI5
P59780,Q9BQI5
P61966,Q9BQI5
Q9UHD9,Q9BQI5
P49418,Q9BQI5
Q8NFH8,Q9BQI5
Q6ULP2,Q9BQI5
P62330,Q9BQI5
Q15878,Q5JVL4
Q969V4,Q5JVL4
P63027,O75061
Q9UBR2,O75061
P09496,O75061
O00443,O75061
Q9Y6B7,O75061
Q9Y6Q5,O75061
O75146,O75061
Q9UPM8,O75061
O14976,O75061
Q0IIM8,O75061
O75976,O75061
O95295,O75061
O95816,O75061
Q99523,O75061
P15586,O75061
O00115,O75061
Q92572,O75061
O00203,O75061
Q10567,O75061
P61966,O75061
P26599,Q9HCJ3
P60604,Q5VVX9
O75150,Q5VVX9
Q13404,Q5VVX9
Q7Z7E8,Q5VVX9
A0AVT1,Q5VVX9
Q9GZZ9,Q5VVX9
P61086,Q5VVX9
P41226,Q5VVX9
Q16763,Q5VVX9
P61088,Q5VVX9
P51965,Q5VVX9
Q9H832,Q5VVX9
Q8WVN8,Q5VVX9
P61081,Q5VVX9
P0CG47,Q5VVX9
P49427,Q5VVX9
P22314,Q5VVX9
P62979,Q5VVX9
P63146,Q5VVX9
Q8TBC4,Q5VVX9
P62256,Q5VVX9
Q9C0C9,Q5VVX9
Q9Y2X8,Q5VVX9
O14933,Q5VVX9
O95352,Q5VVX9
Q712K3,Q5VVX9
O00762,Q5VVX9
P53680,Q01973
P09496,Q01973
O60353,Q01973
O75084,Q01973
O00144,Q01973
P09497,Q01973
P41221,Q01973
Q14332,Q01973
Q13467,Q01973
O95782,Q01973
Q9ULW2,Q01973
Q96CW1,Q01973
Q9UP38,Q01973
O94973,Q01973
Q9UBQ7,P36871
P11217,P36871
P00441,P36871
P60174,P36871
P11216,P36871
Q16851,P36871
P35557,P36871
Q2TB90,P36871
Q00796,P36871
P37837,P36871
P06733,P36871
P13929,P36871
P06737,P36871
P52790,P36871
P52789,P36871
P57679,A8K855
Q86UK5,A8K855
P10827,Q13352
Q71F23,Q13352
Q96BI3,Q13352
Q8NG31,Q13352
P49450,Q13352
P49810,Q13352
Q9H3R5,Q13352
Q8WW43,Q13352
Q8N2Z9,Q13352
P20248,Q13352
P49768,Q13352
Q92542,Q13352
Q7L2Z9,Q13352
Q6P0N0,Q13352
Q9NYP9,Q13352
Q03188,Q13352
O43482,Q13352
Q9NSP4,Q13352
Q9UBN7,Q96JN0
Q15910,Q96JN0
Q9Y483,Q96JN0
Q13363,Q96JN0
P56545,Q96JN0
P61952,Q5JWF2
O75084,Q5JWF2
P17612,Q5JWF2
O60895,Q5JWF2
P47712,Q5JWF2
Q92731,Q5JWF2
P28335,Q5JWF2
Q96PN6,Q5JWF2
P43115,Q5JWF2
P01583,Q5JWF2
P62879,Q5JWF2
Q9UK08,Q5JWF2
P08069,Q5JWF2
Q03113,Q5JWF2
O15169,Q5JWF2
P13945,Q5JWF2
P34969,Q5JWF2
Q8TDV5,Q5JWF2
P05771,Q5JWF2
P31323,Q5JWF2
P08588,Q5JWF2
P41231,Q5JWF2
Q9UBI6,Q5JWF2
O14775,Q5JWF2
P51681,Q5JWF2
Q86XP0,Q5JWF2
Q02643,Q5JWF2
Q9NPQ8,Q5JWF2
O60894,Q5JWF2
P47872,Q5JWF2
P51671,Q5JWF2
O43306,Q5JWF2
P63215,Q5JWF2
Q08462,Q5JWF2
P29275,Q5JWF2
P63211,Q5JWF2
P13861,Q5JWF2
Q01718,Q5JWF2
P34995,Q5JWF2
Q9BT17,Q5JWF2
P35408,Q5JWF2
P25101,Q5JWF2
Q13324,Q5JWF2
P50406,Q5JWF2
P30559,Q5JWF2
P30968,Q5JWF2
O60896,Q5JWF2
P59768,Q5JWF2
P01019,Q5JWF2
Q13255,Q5JWF2
P50148,Q5JWF2
P38405,Q5JWF2
P22694,Q5JWF2
P63096,Q5JWF2
P00734,Q5JWF2
P43116,Q5JWF2
P43119,Q5JWF2
P01282,Q5JWF2
P21918,Q5JWF2
Q03431,Q5JWF2
P30518,Q5JWF2
Q9P2W3,Q5JWF2
P40145,Q5JWF2
P07550,Q5JWF2
P63218,Q5JWF2
Q9HAV0,Q5JWF2
P11229,Q5JWF2
P09683,Q5JWF2
O60503,Q5JWF2
Q8WXD0,Q5JWF2
Q8NFM4,Q5JWF2
P01258,Q5JWF2
O95838,Q5JWF2
P41587,Q5JWF2
Q08828,Q5JWF2
P32241,Q5JWF2
P01116,Q5JWF2
P35368,Q5JWF2
P16520,Q5JWF2
O60266,Q5JWF2
P22888,Q5JWF2
O00222,Q5JWF2
Q16820,O43895
Q16819,O43895
P27487,O43895
Q9Y673,Q9Y672
Q9BVK2,Q9Y672
Q13572,Q01968
O14976,Q01968
O95295,Q01968
P19174,Q01968
Q92572,Q01968
Q8N4B1,Q01968
Q9UBF8,Q01968
Q99523,Q01968
O75976,Q01968
Q00722,Q01968
Q86YW0,Q01968
P42336,Q01968
P61006,Q01968
P02786,Q01968
P23677,Q01968
O15056,Q01968
O75061,Q01968
Q9UKG1,Q01968
P11717,Q01968
P20339,Q01968
O95782,Q01968
Q9H0U4,Q01968
Q96DU7,Q01968
Q99755,Q01968
Q9Y6B7,Q01968
Q8TCG2,Q01968
O14986,Q01968
P42338,Q01968
O00443,Q01968
P42356,Q01968
O00750,Q01968
P20340,Q01968
Q9BTU6,Q01968
Q4KWH8,Q01968
Q8N4L2,Q01968
P09496,Q01968
O00459,Q01968
Q6ICB4,Q01968
Q8TBX8,Q01968
Q9NQ66,Q01968
O00203,Q01968
Q96PE3,Q01968
Q9UPM8,Q01968
Q9Y2H2,Q01968
P48431,Q9UJU5
Q01860,Q9UJU5
Q9H9S0,Q9UJU5
Q9UGU5,P28370
O60264,P28370
Q9Y265,P28370
P0C0S5,P28370
Q9NRL2,P28370
Q12830,P28370
Q8TAQ2,P28370
Q9NRG0,P28370
Q9BXF3,P28370
Q96T23,P28370
Q92922,P28370
Q9UIG0,P28370
Q16531,Q5VU92
Q9BY76,Q9Y5C1
P06858,Q9Y5C1
P55055,Q9Y5C1
P06756,Q9Y5C1
P06241,O60880
Q9HBG7,O60880
Q9NQ25,O60880
Q13291,O60880
Q9UIB8,O60880
P06239,O60880
Q9BZW8,O60880
Q96DU3,O60880
Q8WTW3,O14662
Q12846,O14662
Q15836,O14662
O95721,O14662
P83436,O14662
P54920,O14662
Q99747,O14662
Q5SQN1,O14662
Q96MW5,O14662
P56962,O14662
Q14746,O14662
Q8N4C7,O14662
O95219,O14662
Q8IWJ2,O14662
O95249,O14662
Q9P2W9,O14662
Q9NRW7,O14662
Q8N2H4,O14662
P51809,O14662
P11717,O14662
Q9BV40,O14662
O14653,O14662
O95183,O14662
O15400,O14662
Q9UP83,O14662
Q9P1Q0,O14662
Q86YS6,O14662
Q13277,O14662
Q96CN9,O14662
O14810,O14662
Q9UNK0,O14662
P60880,O14662
P61266,O14662
O15498,O14662
O60664,O14662
O00161,O14662
O43752,O14662
Q13190,O14662
P63027,O14662
O15155,O14662
O75558,O14662
Q13439,O14662
O75379,O14662
Q9H9E3,O14662
P20340,O14662
Q96JB2,O14662
Q96NA8,O14662
P21281,O14662
Q9UID3,O14662
P40616,O14662
Q16623,O14662
Q9NRW1,O14662
Q6PUV4,O14662
P20645,O14662
Q30KQ8,Q30KQ9
Q7Z7B8,Q30KQ9
Q96PH6,Q30KQ9
Q9H1M3,Q30KQ9
P59666,Q30KQ9
Q01524,Q30KQ9
P12838,Q30KQ9
P60022,Q30KQ9
Q30KQ6,Q30KQ9
Q8NET1,Q30KQ9
Q01523,Q30KQ9
P59861,Q30KQ9
Q8NES8,Q30KQ9
P35240,Q8NI35
Q8N3R9,Q8NI35
Q9HAP6,Q8NI35
Q9NPB6,Q8NI35
Q05086,Q8NI35
P82279,Q8NI35
Q9BUF7,Q8NI35
Q68EM7,Q8NI35
Q6ZSZ5,Q8NI35
P0CG47,Q9H171
Q9Y572,Q9H171
Q9UHD2,Q9H171
Q13546,Q9H171
O15111,Q9H171
P62979,Q9H171
P78527,P04053
P12956,P04053
Q9UMS4,P04053
P02730,Q02094
Q08722,Q02094
P16157,Q02094
P62875,Q12857
Q9NW08,Q12857
P53803,Q12857
P0DPB6,Q12857
Q9NVU0,Q12857
Q9BUI4,Q12857
Q9Y2Y1,Q12857
Q9BT43,Q12857
Q9Y535,Q12857
P19438,P98170
Q6NW40,P98170
O95831,P98170
P37173,P98170
Q9BQ70,P98170
P61088,P98170
P42575,P98170
O75604,P98170
Q12933,P98170
Q00987,P98170
Q15750,P98170
Q01094,P98170
Q96EP0,P98170
P46531,P98170
Q9HC29,P98170
P55211,P98170
O43353,P98170
P04049,P98170
P55210,P98170
O00463,P98170
Q9NVQ4,P98170
Q13489,P98170
Q13107,P98170
Q9H2J4,P98170
Q9NYJ8,P98170
Q14790,P98170
P30048,P98170
P99999,P98170
O15111,P98170
Q9BYM8,P98170
Q9UK80,P98170
P52565,P98170
P62979,P98170
Q8N668,P98170
P42574,P98170
Q6GPH4,P98170
Q92743,P98170
P12644,P98170
P63000,P98170
Q15628,P98170
O15105,P98170
Q92851,P98170
P34932,P98170
P83110,P98170
P10600,P98170
O43464,P98170
P0CG47,P98170
O43318,P98170
O15304,P98170
Q9UHV2,P98170
Q9Y572,P98170
P55212,P98170
Q6ZVN8,P98170
Q96CA5,P98170
P07858,P98170
Q13546,P98170
P01137,P98170
Q02928,P51589
Q08477,P51589
P18054,P51589
O75342,P51589
P78329,P51589
P35354,P51589
P11712,P51589
P08684,P51589
P05177,P51589
Q7Z449,P51589
P23219,P51589
P20813,P51589
Q5EBM0,P49961
O75356,P49961
Q01433,P49961
Q9Y5B8,P49961
Q9BZX2,P49961
P04818,P49961
P04183,P49961
P14618,P49961
P27707,P49961
P31939,P49961
Q9NWZ5,P49961
O75355,P49961
Q9Y227,P49961
P11172,P49961
P30520,P49961
O00142,P49961
P36959,P49961
P20839,P49961
Q7LG56,P49961
Q9Y5L3,P49961
Q8N142,P49961
P12268,P49961
Q07343,P49961
P23921,P49961
P31350,P49961
P55263,P49961
P22413,P49961
P21589,P49961
P49902,P49961
P00492,P49961
P23919,P49961
P30613,P49961
Q16774,P49961
Q96S59,P49961
Q9BSD7,P49961
P35613,Q9UJC3
Q8N612,Q9UJC3
Q86VS8,Q9UJC3
P04000,Q6U736
P19087,Q6U736
Q9H1Y3,Q6U736
P47804,Q6U736
O14718,Q6U736
P08100,Q6U736
P03999,Q6U736
P23769,P05412
Q15654,P05412
P35228,P05412
P27540,P05412
P06858,P05412
P14859,P05412
P29474,P05412
P46531,P05412
O94776,P05412
Q15759,P05412
P15407,P05412
P02647,P05412
P55211,P05412
P06400,P05412
P07148,P05412
P54136,P05412
P53539,P05412
P52566,P05412
O43488,P05412
P23443,P05412
Q15910,P05412
O95863,P05412
Q9NQB0,P05412
P35222,P05412
Q00403,P05412
P17275,P05412
P11387,P05412
P01137,P05412
P48163,P05412
Q15067,P05412
Q8TAQ2,P05412
P68400,P05412
P05067,P05412
Q01196,P05412
P34741,P05412
P51681,P05412
P04637,P05412
Q14814,P05412
P60568,P05412
P28482,P05412
P10966,P05412
P00403,P05412
P53779,P05412
Q15139,P05412
P11161,P05412
P49841,P05412
O15379,P05412
P42224,P05412
P10914,P05412
Q03112,P05412
P13500,P05412
Q92831,P05412
P10145,P05412
Q9UQF2,P05412
P30273,P05412
P49913,P05412
P55317,P05412
Q12933,P05412
Q8NHY2,P05412
Q8N1L9,P05412
P02708,P05412
Q13330,P05412
P18848,P05412
Q13127,P05412
O75444,P05412
P15336,P05412
P19338,P05412
P03956,P05412
P63279,P05412
O60566,P05412
P01100,P05412
Q9UBS0,P05412
P53778,P05412
P18146,P05412
Q03014,P05412
P54710,P05412
P01588,P05412
P50416,P05412
Q16539,P05412
P05112,P05412
Q6UUV9,P05412
Q16659,P05412
